unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
3030009,NBN,Fibre to the Premises,50/20 Mbps,TPG,QLD,Urban,FALSE,FALSE,3C84xxxxxx,52.37,28.77,53.73,50.8,28.77,53.68,18.81,16.98,18.91,18.74,16.98,18.86,2.32,2.09,13.97,2.62,2.11,8.8,0
2260987,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,Remote,FALSE,FALSE,24DFxxxxxx,57.74,25.87,73.32,50.72,25.87,64.38,5.04,2.04,7.47,3.65,2.04,5.25,53.31,49.32,56.97,53.32,50.51,56.69,0.84
53382909,NBN,Fibre to the Node,12/1 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,DCD9xxxxxx,12.77,12.65,12.88,12.77,12.66,12.84,0.92,0.78,1,0.92,0.85,0.98,10.43,10.19,14.04,10.77,10.36,12.17,0
2211073,NBN,Fibre to the Premises,400/50 Mbps,Launtel,TAS,Urban,FALSE,FALSE,F692xxxxxx,436.92,62.3,447.17,417.79,69.31,445.13,45.19,35.69,45.82,45.25,37.08,45.7,14.28,13.96,26,14.25,14.14,14.41,0.1
2219265,NBN,Fibre to the Node,25/5 Mbps,iiNet,TAS,Minor Rural,FALSE,FALSE,1013xxxxxx,26.33,14.02,26.59,25.9,14.02,26.59,4.47,4.07,4.6,4.46,4.07,4.54,19.8,19.27,22.77,19.96,19.29,22.77,0.1
47354885,NBN,Fibre to the Curb,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,14EBxxxxxx,53.48,38.66,54.52,53.2,46.82,54.11,18.09,16.79,18.25,18.01,16.79,18.21,4.87,4.71,7.35,5.32,4.75,7.35,0.08
54369029,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,B0E4xxxxxx,874.13,200.88,904.04,828.74,421.87,895.48,44.83,14.07,46.02,44.53,39.62,45.89,3.28,2.98,9.42,3.56,3.16,9.24,0.19
1188361,NBN,Fibre to the Premises,50/20 Mbps,iiNet,NSW,Urban,FALSE,FALSE,28C7xxxxxx,53.02,32.65,53.85,51.97,44.1,53.66,18.9,17.46,18.98,18.91,18.82,18.97,3.91,3.64,14.63,3.96,3.66,4.75,0.03
54369033,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,BC30xxxxxx,54.28,33.06,54.94,53.48,33.06,54.92,18.26,17.61,18.35,18.24,17.92,18.35,7.85,7.52,10.48,8.04,7.74,10.48,0.16
5301257,NBN,Fibre to the Node,50/20 Mbps,iiNet,ACT,Urban,FALSE,FALSE,E4C3xxxxxx,47.21,2.5,53.64,45.53,9.27,53.64,18.69,17.55,19.02,18.7,17.76,19.02,9.59,8.92,12.43,9.77,8.95,12.11,0.94
1188363,NBN,Fibre to the Node,50/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,7C8Bxxxxxx,53.24,45.79,53.62,53.18,48.71,53.58,18.85,18.61,18.92,18.84,18.71,18.9,9.77,9.46,10.6,9.86,9.5,10.6,0
2975243,NBN,Fibre to the Premises,50/20 Mbps,Optus,QLD,Urban,FALSE,FALSE,D06Exxxxxx,54.44,39.99,55.42,54.2,45.85,55.42,18.66,18.13,18.67,18.65,18.6,18.67,13.33,13.06,17.79,13.41,13.09,17.4,0.1
1188365,NBN,Fibre to the Node,12/1 Mbps,iiNet,NSW,Urban,FALSE,FALSE,50C7xxxxxx,12.51,8.54,12.72,12.13,8.61,12.72,0.99,0.93,1.09,0.99,0.95,1.09,16.18,10.36,23.86,16.69,10.38,22.67,0.13
48464397,NBN,Fibre to the Node,50/20 Mbps,iiNet,QLD,Urban,FALSE,FALSE,78D2xxxxxx,53.33,49.44,53.87,52.8,49.44,53.59,18.78,18.29,18.97,18.73,18.29,18.97,21.94,16.61,39.66,22.23,18.77,39.66,0.86
55105293,NBN,Fibre to the Node,100/40 Mbps,iiNet,NSW,Urban,FALSE,FALSE,1013xxxxxx,91.38,66.8,92.4,89.74,66.8,92.37,37.83,36.54,38.1,37.8,37.65,37.98,5.15,4.98,15.58,5.19,5.03,5.69,0.03
61544977,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,TAS,Urban,FALSE,FALSE,2405xxxxxx,747.49,90.09,923.27,666.1,276.3,889.84,44.69,33.07,45.88,45.57,45.34,45.7,14.88,14.64,17.61,14.98,14.82,15.19,0
24028689,NBN,Fibre to the Node,50/20 Mbps,Vodafone,QLD,Urban,FALSE,FALSE,A491xxxxxx,53.18,41.59,54,52.05,41.71,53.95,18.94,17.71,19.03,18.9,18.63,19,10.21,7.16,35.86,10.4,7.19,16.74,0.03
23486997,NBN,Fibre to the Curb,100/40 Mbps,TPG,WA,Urban,FALSE,FALSE,34E8xxxxxx,75.45,29.8,86.01,80.16,47.85,85.89,34.34,18.84,37.75,35.59,22.93,37.75,5.64,4.95,7.99,5.65,4.97,6.86,0.2
2219285,NBN,Fibre to the Premises,100/20 Mbps,Telstra,TAS,Urban,FALSE,FALSE,A063xxxxxx,89.31,83.16,89.69,89.01,83.16,89.54,18.07,16.89,18.23,18.01,17.71,18.12,15.09,13.98,16.74,15.23,14.02,16.74,0.19
39357209,NBN,Fibre to the Premises,100/40 Mbps,MyRepublic,QLD,Minor Rural,FALSE,FALSE,0836xxxxxx,105.79,44.97,109.4,99.97,55.11,109.07,37.78,20.88,38,37.59,35.28,37.97,20.79,16.73,24.94,20.62,18.3,21.53,4.48
61833249,Non-NBN fixed line services,Fibre to the Premises,100/20 Mbps,,VIC,,FALSE,FALSE,28EExxxxxx,93.52,85.11,95.26,93.32,88.17,94.55,18.03,17.54,18.34,18.01,17.81,18.24,2.8,2.61,5.73,2.88,2.73,3.14,0.03
6986273,NBN,Fibre to the Node,100/40 Mbps,MyRepublic,NSW,Urban,FALSE,FALSE,6C5Axxxxxx,103.68,32.51,105.69,99.53,32.51,105.69,37.85,35.3,37.99,37.84,36.73,37.96,6.02,5.5,7.97,6.11,5.68,6.95,0.68
23116321,NBN,Fibre to the Premises,25/10 Mbps,Superloop,ACT,Urban,FALSE,FALSE,98DAxxxxxx,24.62,13.09,25.71,24.35,20.46,25.52,9.4,7.95,9.53,9.32,8.43,9.5,7.33,6.43,48.85,9.02,6.51,48.85,0.13
49336353,NBN,Fibre to the Node,12/1 Mbps,TPG,NT + SA,Urban,FALSE,FALSE,DCEExxxxxx,12.56,8.64,12.66,12.51,8.64,12.65,0.92,0.72,0.98,0.92,0.83,0.94,19.27,18.25,27.16,19.41,18.59,24.57,0.1
5071909,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,E03Fxxxxxx,38.87,19,41.43,37.24,19,41.38,17.45,15.6,17.67,17.29,16.39,17.65,5.52,5.29,8.11,5.8,5.35,8.11,0.06
1194537,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,Major Rural,TRUE,TRUE,20B0xxxxxx,35.58,19.76,35.87,35.51,23.76,35.76,8.94,4.56,10.35,9.02,8.36,10.28,8.26,7.28,35.2,8.74,7.82,17.63,0.06
54368809,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,QLD,Remote,FALSE,FALSE,683Axxxxxx,59.59,21.45,70.71,53.87,25.29,67.65,9.69,4.11,11.54,8.82,4.32,11.14,37.88,36.96,41.43,37.98,36.96,38.62,0.03
2975275,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,A491xxxxxx,54.46,21.37,55.41,54.12,47.58,54.69,19,17.44,19.39,18.98,18.69,19.28,5.07,4.8,6.5,5.15,4.92,6.5,0.03
4991277,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,8020xxxxxx,54.37,36.15,55.18,54.18,43.18,55.01,18.04,16.13,18.41,18.03,17.64,18.3,10.48,10.13,15.22,10.63,10.35,12.66,0.32
42617389,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Optus,VIC,Urban,FALSE,FALSE,10D7xxxxxx,108.91,99.2,109.57,106.86,105.45,109.08,36.23,32.6,36.58,34.24,34.24,34.24,8.82,8.23,10.29,9.3,8.84,9.55,0.03
61833265,Non-NBN fixed line services,Fibre to the Premises,100/40 Mbps,,NSW,,FALSE,FALSE,B0E4xxxxxx,97.44,62.29,109.65,95.57,62.29,108.9,35.33,21.88,36.91,35.59,33.5,36.82,3.93,3.8,4.62,4.04,3.9,4.5,0.16
39486517,NBN,Fibre to the Premises,100/20 Mbps,Telstra,QLD,Urban,FALSE,FALSE,D435xxxxxx,109.12,89.63,110.95,109.16,108.76,109.32,18.96,18.84,19.04,18.92,18.86,18.96,1.86,1.72,2.47,1.91,1.81,2.33,0
48758581,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,QLD,Urban,FALSE,FALSE,F8CAxxxxxx,46.51,33,52.84,46.24,33.8,52.84,18.79,17.71,18.92,18.73,18.09,18.92,23.75,19.14,30.8,23.73,19.15,26.79,0.03
2975293,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,NSW,Urban,FALSE,FALSE,10D7xxxxxx,54.58,19.99,54.97,54.1,19.99,54.94,18.67,18.02,19.42,18.68,18.38,19.34,8.54,7.83,9.28,8.59,7.98,9.28,0
1188427,NBN,Fibre to the Premises,50/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,34E8xxxxxx,53.26,37.31,53.85,52.9,37.31,53.72,18.84,17.95,18.9,18.8,18.07,18.9,8.38,6.58,17.71,8.54,6.6,10.96,0.03
24329293,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Superloop,VIC,Urban,FALSE,FALSE,AC84xxxxxx,107.86,91.9,108.95,107.35,95.63,108.8,36.89,29.17,37.03,36.79,34.35,36.99,7.58,7.29,10.02,7.84,7.53,10.02,0.19
2219341,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,Urban,FALSE,FALSE,346Bxxxxxx,53.87,27.18,54.5,52.93,42.72,54.42,18.87,18.23,18.96,18.86,18.77,18.9,7.83,7.38,18.37,8.18,7.39,18.37,0
57345105,NBN,Fibre to the Curb,100/40 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,CC32xxxxxx,92.06,8.23,101.54,80.86,50.34,98.2,36.62,15.27,37.72,33.88,23.06,37.62,14.99,11.37,69.9,22.79,12.17,69.9,0.13
55105365,NBN,Fibre to the Node,25/5 Mbps,Telstra,QLD,Urban,FALSE,FALSE,1013xxxxxx,27.18,14.27,27.55,26.64,14.27,27.55,4.91,4.22,5.42,4.87,4.38,5.17,8.74,7.92,11.71,8.89,7.97,11.71,0.03
57345113,NBN,Fibre to the Node,100/40 Mbps,Vodafone,VIC,Urban,TRUE,TRUE,E0B9xxxxxx,64.7,30.12,73.59,61.36,43.39,73.54,25.11,17.07,25.54,25.03,24.04,25.3,9.27,6.04,38.92,11.5,6.12,19.51,0.09
57345117,NBN,Fibre to the Curb,100/20 Mbps,Optus,NSW,Urban,FALSE,FALSE,10D7xxxxxx,100.78,53.69,103.19,100.5,90.63,102.18,18.95,18.36,19.01,18.95,18.62,19,7.31,6.5,8.69,7.34,6.5,8.69,0
1194589,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,Urban,FALSE,TRUE,E8FCxxxxxx,155.55,125.43,175.89,159.86,133.46,175.22,47.38,42.81,47.49,47.13,42.81,47.44,4.92,4.72,22.1,5.73,4.77,20.8,0
6432353,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,1013xxxxxx,53.52,50.38,54.8,53.03,50.38,53.91,17.81,17.3,17.97,17.8,17.3,17.96,6.71,6.55,15.26,7.03,6.64,11.38,0.1
1027940,NBN,Fibre to the Node,25/5 Mbps,Telstra,NSW,Minor Rural,FALSE,FALSE,BC30xxxxxx,27.24,21.13,27.57,27.3,26.08,27.48,4.74,4.31,4.83,4.74,4.61,4.81,10.77,10.38,13.11,10.73,10.4,12.04,0.03
2512741,NBN,Fibre to the Premises,50/20 Mbps,Telstra,NT + SA,Urban,FALSE,FALSE,C4EAxxxxxx,54.46,36.7,55.42,53.92,37.61,54.97,18.42,17.45,18.54,18.4,18.15,18.5,12.25,9.9,15.34,12.43,9.91,14.82,0.03
6986597,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,Remote,FALSE,FALSE,A491xxxxxx,54.16,30.27,55.46,52.4,30.27,55.22,19.01,18.27,19.35,18.98,18.42,19.23,9.35,8.65,34.47,11.54,8.73,34.47,0.16
1028710,NBN,Fibre to the Premises,250/25 Mbps,iiNet,VIC,Urban,FALSE,FALSE,A0ABxxxxxx,269.65,146.3,272.87,264.8,146.3,270.95,22.12,20.64,22.78,22.19,20.94,22.67,2.16,2.08,7.61,2.3,2.11,5.23,0.03
53382761,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,Major Rural,FALSE,FALSE,34DAxxxxxx,53.67,20.05,54.52,53.27,35.75,54.47,18.86,14.68,18.92,18.85,18.74,18.91,7.62,7.11,20.5,8.06,7.14,19.5,0
23786601,NBN,Fibre to the Node,25/5 Mbps,Telstra,NSW,Urban,FALSE,FALSE,D435xxxxxx,27.16,16.01,27.48,26.89,20.53,27.46,4.96,3.87,5.52,4.92,4.67,5.26,16.64,14.24,27.54,16.14,14.26,26.49,0.03
2565227,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,QLD,Urban,FALSE,FALSE,B0E4xxxxxx,22.79,5.66,27.11,21.71,8.7,27.11,8.57,2.63,9.54,8.55,2.63,9.51,14.84,13.71,58.54,16.91,13.77,44.88,0.1
2521451,NBN,Fibre to the Node,50/20 Mbps,Exetel,QLD,Urban,TRUE,TRUE,18F1xxxxxx,35.12,29.07,42.45,34.96,31.38,37.31,12.01,10.32,15.7,11.86,10.41,13.45,6.59,6.03,13.57,6.66,6.39,7.28,0.03
5071725,NBN,Fibre to the Premises,400/50 Mbps,Launtel,ACT,Urban,FALSE,FALSE,B06Exxxxxx,439,197.83,446.79,413.98,197.83,446.79,47.2,37.88,47.49,46.68,43.11,47.44,7.67,7.28,14.96,8.01,7.46,11.31,0.13
5071733,NBN,Fibre to the Curb,100/20 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,F8CAxxxxxx,67.14,14.2,102.11,68.4,14.2,102.11,18.12,1.55,19.03,18.35,15,19.01,9.33,8.64,41.73,10.71,8.64,33.47,11.97
39485813,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,QLD,Urban,FALSE,FALSE,7832xxxxxx,27.06,15.1,27.51,27.02,20.91,27.3,6.76,6.48,7.06,6.76,6.6,7.05,7.39,6.94,12.19,7.65,6.96,9.24,0.06
23580789,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,8C10xxxxxx,54.5,52.22,54.96,54.48,53.84,54.95,18.2,17.68,18.56,18.2,17.95,18.38,8.68,8.41,10.73,8.79,8.52,10.73,0.03
2227317,NBN,Fibre to the Premises,100/40 Mbps,iiNet,TAS,Urban,FALSE,FALSE,444Exxxxxx,107.14,62.73,108.36,105.39,62.73,108.36,36.31,35.34,36.54,36.28,35.96,36.49,13.49,12.27,20.43,14.14,12.43,20.43,0
54368889,NBN,Hybrid Fibre Coaxial,100/20 Mbps,MyRepublic,VIC,Urban,FALSE,FALSE,E8FCxxxxxx,93.37,0.87,109.27,57.02,10.1,108.95,18.88,14.3,19.02,18.81,17.83,19,21.91,21.07,28.97,22.26,21.38,23.83,1.48
1354363,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,Urban,FALSE,FALSE,3C7Cxxxxxx,883.14,514,934.82,838.87,582.25,929.51,47.39,44.44,47.5,47.06,46.08,47.42,5.22,4.92,15,6.36,4.96,15,0
2211195,NBN,Fibre to the Premises,100/40 Mbps,Aussie Broadband,ACT,Urban,FALSE,FALSE,D017xxxxxx,106.8,52.42,109.43,106.32,59.66,109.43,36.26,27.38,37.88,33.19,27.86,36.72,6.92,6.31,28.43,8.4,6.35,19.62,0.13
2565257,NBN,Fibre to the Premises,100/40 Mbps,Optus,NSW,Urban,FALSE,FALSE,C891xxxxxx,108.92,100.2,110.49,108.05,100.2,109.3,37.6,36.87,38.14,37.57,37.14,37.73,2.95,2.51,4.62,2.99,2.52,4.14,0
21854345,NBN,Fibre to the Premises,250/25 Mbps,iiNet,WA,Urban,FALSE,FALSE,A491xxxxxx,270.2,85.45,272.41,266.57,85.45,271.81,23.53,23.12,24.22,23.53,23.22,23.92,2.73,2.51,10.03,2.89,2.52,5.23,0.16
24455053,NBN,Fibre to the Node,100/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,C412xxxxxx,77.15,6.23,81.5,75.99,44.2,81.5,18.82,16.45,18.93,18.76,18.19,18.88,20.16,19.08,58.55,20.22,19.08,22.16,0.06
24329101,NBN,Fibre to the Premises,250/25 Mbps,Superloop,NT + SA,Urban,FALSE,FALSE,74B6xxxxxx,210.56,105.92,212.23,210.28,196.61,211.72,18.33,17.07,18.43,18.29,17.85,18.39,12.77,12.66,33.54,13.15,12.72,19.5,0
2521485,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,QLD,Urban,FALSE,FALSE,6238xxxxxx,927.33,366.47,936.69,848.26,366.47,936.46,47.37,44.97,47.48,47.28,46.02,47.44,2.96,2.87,5.8,3.16,2.9,5.8,0.06
43359117,NBN,Fibre to the Curb,50/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,CC32xxxxxx,53.04,37.77,53.8,52.54,42.35,53.76,18.19,16.65,18.42,18.2,18.07,18.29,5.76,5.49,7.29,5.89,5.49,7.29,0
48464273,NBN,Fibre to the Curb,100/40 Mbps,iiNet,NSW,Urban,FALSE,FALSE,D807xxxxxx,94.4,70.66,94.95,93.83,70.66,94.74,37.67,33.9,37.88,37.57,35.52,37.75,4.93,4.76,8.14,5.02,4.81,8.14,0.23
2512789,NBN,Fibre to the Premises,100/20 Mbps,Superloop,WA,Urban,FALSE,FALSE,0836xxxxxx,100.68,69.93,106.17,99.27,69.93,106.17,18.95,18.23,19.01,18.92,18.45,18.99,2.45,1.86,22.8,2.89,1.97,22.8,0
1354389,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,TAS,Remote,FALSE,FALSE,C056xxxxxx,71.49,4.15,78.9,62.85,4.15,76.77,9.16,7.31,9.39,9.06,7.73,9.31,45.35,40.62,72.49,46.61,42.35,72.49,0.52
66082713,NBN,Fibre to the Node,100/40 Mbps,Telstra,QLD,Urban,TRUE,FALSE,1013xxxxxx,76.2,51.88,77.37,75.7,54.73,77.34,27.44,19.47,28.04,27.39,26.65,27.76,21.57,19.62,23.76,21.64,19.79,23.76,0
6986393,NBN,Fibre to the Node,100/40 Mbps,iiNet,NT + SA,Urban,FALSE,FALSE,1013xxxxxx,99.38,47.15,99.85,98.42,52.57,99.84,36.15,34.9,36.61,36.07,34.9,36.27,20.12,17.18,24.95,20.24,17.2,24.95,0.1
1028764,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,9842xxxxxx,52.6,22.01,54.62,49.28,23.32,54.36,18.91,17.17,19.1,18.79,18.25,18.99,15.25,13.75,33.04,15.81,13.78,33.04,0.06
1347741,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Dodo & iPrimus,NSW,Urban,FALSE,FALSE,1CB7xxxxxx,52.74,9.87,53.52,50.09,9.87,53.52,18.78,13.52,18.92,18.51,14.63,18.92,9.47,7.89,131.6,18.23,8.33,131.1,0.48
1028768,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,Urban,TRUE,FALSE,9842xxxxxx,43.24,24.56,44.34,42.24,26.55,44.32,8.91,8.4,9.54,8.96,8.41,9.54,16.31,14.38,24.15,16.51,14.4,23.99,0
2565281,NBN,Fibre to the Node,50/20 Mbps,iiNet,TAS,Urban,FALSE,FALSE,3810xxxxxx,53.29,39.54,53.63,53.2,48.71,53.63,17.46,16.32,17.72,17.43,17.01,17.61,16.29,15.93,19.62,16.35,15.94,19.62,0.16
11285673,NBN,Fibre to the Node,50/20 Mbps,iiNet,QLD,Urban,TRUE,FALSE,60A4xxxxxx,36.74,7.59,40.04,37.23,26.86,39.83,9.14,5.14,10.66,9.18,8.67,9.78,7.73,6.88,38.68,7.98,6.91,23.09,0.28
55458217,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,F8CAxxxxxx,24.92,10.06,25.5,24.12,12.58,25.46,6.82,6.37,7.12,6.78,6.37,7,17.86,17.56,36.58,18.12,17.64,20.82,0
29843369,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,3497xxxxxx,889.14,171.51,951.22,733.94,171.51,941.44,47.32,46.63,47.6,47.31,46.76,47.58,9.51,8.11,15.91,9.4,8.36,15.63,0.03
24028841,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Launtel,VIC,Urban,FALSE,FALSE,E063xxxxxx,104.24,58.48,109.13,100.67,59.97,108.23,35.6,28.34,36.26,35.49,32.25,36.01,8.6,7.03,15.98,9.12,7.53,15.98,0
1028778,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,Urban,FALSE,FALSE,083Exxxxxx,54.6,31.69,55.5,54.55,49.91,55.3,18.96,18.44,19.11,18.96,18.78,19.08,7.92,7.63,8.77,7.97,7.77,8.77,0
45564845,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,Urban,TRUE,FALSE,38A6xxxxxx,40.03,16.36,42.19,39.67,29.57,42.17,18.95,17.5,19.18,18.94,18.11,19.14,15.2,13.64,23.94,15.39,13.74,23.02,0.03
33031345,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,NSW,Urban,FALSE,FALSE,F02Fxxxxxx,891.89,347.04,957.59,774.48,347.04,957.59,44.77,11.07,47.86,44.79,20,47.54,14.67,11.32,16.32,14.92,14.51,16.03,0.81
4329649,NBN,Fibre to the Premises,25/5 Mbps,iiNet,TAS,Minor Rural,FALSE,FALSE,6C19xxxxxx,25.56,10.46,26.56,24.01,11.54,26.56,4.39,4.04,4.58,4.34,4.11,4.51,17.34,16.52,22.95,18.62,16.57,22.95,0.13
49590449,NBN,Fibre to the Premises,250/25 Mbps,Superloop,TAS,Minor Rural,FALSE,FALSE,D4CAxxxxxx,243.9,15.37,258.48,234.02,78.36,253.24,21.17,1.35,22.47,20.33,1.35,22.37,15.67,14.84,37.71,16.86,15.29,37.71,0.06
66082741,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,A0B5xxxxxx,266.52,68.13,273.21,254.3,79.16,272.14,23.53,18.11,23.76,23.14,18.11,23.74,8.91,8.26,33.06,10.25,8.63,22.82,0.13
53382837,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,NSW,Urban,FALSE,FALSE,0025xxxxxx,801.26,440.01,939.29,673.83,548.06,708.94,46.6,40.63,47.5,45.5,41.91,47.07,13.4,12.23,15.51,14.07,12.82,15.11,0.1
4991161,NBN,Fibre to the Node,100/40 Mbps,Optus,NSW,Urban,TRUE,FALSE,D06Exxxxxx,88.56,64.93,89.94,87.37,67.53,89.94,30.77,25.49,31.91,30.6,29.25,31.9,9.62,8.62,26.31,10.11,8.62,26.31,0
56963001,NBN,Hybrid Fibre Coaxial,250/25 Mbps,TPG,NSW,Urban,FALSE,FALSE,B4FBxxxxxx,268.75,251.84,271.05,268.15,258.21,269.92,23.42,21,23.58,23.39,22.1,23.55,8.23,7.82,9.31,8.49,8.04,9.31,0.13
3880893,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,TAS,Remote,FALSE,FALSE,0011xxxxxx,49.77,3.57,82.2,20.31,3.57,71.19,6.02,1.44,9.94,3.33,1.44,5.97,46.56,41.81,82.38,49.04,43.1,82.38,0.58
28131261,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Urban,TRUE,FALSE,1013xxxxxx,42.81,13.5,44.31,41.59,24.12,44.31,10.18,8.92,10.58,10.13,9.12,10.49,7.72,7.41,13.14,8.2,7.48,13.14,0.68
45564865,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,1491xxxxxx,53.82,24.34,54.81,51.33,24.34,54.73,18.04,6.54,18.4,18.01,17.63,18.28,11.74,10.5,20.85,11.95,10.63,14.13,0.03
24869061,NBN,Fibre to the Premises,250/25 Mbps,iiNet,WA,Urban,FALSE,FALSE,76ACxxxxxx,269.15,84.26,272.21,267.3,193.1,271.34,23.57,20.54,23.75,23.6,22.87,23.72,2.42,2.13,7.19,2.73,2.16,7,0.23
6986437,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,Urban,FALSE,FALSE,0418xxxxxx,868.7,522.08,917.74,792.88,522.08,915.01,47.06,43.72,47.15,47.06,46.89,47.14,3.66,3.56,4.03,3.65,3.56,3.74,0
35743689,NBN,Fibre to the Curb,25/5 Mbps,TPG,QLD,Urban,FALSE,FALSE,1C3Bxxxxxx,25.87,17.14,26.55,24.9,17.14,26.5,4.65,3.84,4.81,4.49,3.84,4.72,5.6,5.24,10.07,5.99,5.42,10.07,0.16
3995085,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,78D2xxxxxx,894.63,17.9,938.45,768.73,17.9,937.85,47.39,44.85,47.49,47.18,45.63,47.49,3.66,2.32,10.34,3.88,2.41,10.34,0.03
1347793,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,TAS,Urban,FALSE,TRUE,E4C3xxxxxx,274.75,63.24,293.3,264.12,66.6,287.53,45.09,24.2,45.57,44.99,43.58,45.36,13.35,12.73,16.24,13.55,12.73,16.24,0.06
37383637,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,QLD,Urban,FALSE,TRUE,788Axxxxxx,600.85,78.45,752,557.57,285.62,713.72,46.61,27.07,47.69,46.63,38.62,47.44,11.3,10.33,25.22,12.11,10.89,25.22,0.1
44032981,NBN,Fibre to the Node,100/40 Mbps,Superloop,VIC,Urban,FALSE,FALSE,C006xxxxxx,87.17,50.01,91.55,86.3,59.03,91.47,31.64,18.95,32.75,31.6,30.75,32.52,6.44,5.69,10.37,6.66,5.82,8.37,0.06
45887705,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NT + SA,Major Rural,TRUE,FALSE,F8ABxxxxxx,38.79,26.27,40.19,38.74,33.15,40.16,5.46,4.33,6.49,5.43,4.57,5.67,17.01,16.04,38.71,17.23,16.07,19.04,0.13
26490077,NBN,Hybrid Fibre Coaxial,100/40 Mbps,MyRepublic,VIC,Urban,FALSE,FALSE,981Exxxxxx,107.27,47.52,109.39,101.29,47.52,109.19,36.8,0.12,38.04,35.87,29.56,37.9,24.23,23.05,40.87,25.69,23.28,40.87,0.13
33308897,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,QLD,Urban,FALSE,FALSE,AA00xxxxxx,819.58,637.69,945.04,721.09,637.69,902.76,44.57,28.68,47.39,44,41.78,45.95,10.23,8.28,18.37,10.63,8.45,14.84,0
